,Date,Content,Rating,Version,sentiment_labels,Rating_converted,check
841,3/21/2021,doesnt pc port smh,3,3.0.2,NEGATIVE,NEUTRAL,False
842,3/21/2021,tried app second time around find really chew battery point need charge phone twice day older low spec phone,3,3.0.2,NEGATIVE,NEUTRAL,False
843,3/21/2021,awesome,5,3.0.2,POSITIVE,POSITIVE,True
844,3/21/2021,app usable issue first came recent update use seamless ive upgraded phone read qr code metre away quickly,5,3.0.2,NEGATIVE,POSITIVE,False
845,3/21/2021,nice look place family,5,2.0.0,NEUTRAL,POSITIVE,False
846,3/20/2021,not perfect job sign everywhere go people,4,3.0.2,NEGATIVE,POSITIVE,False
847,3/20/2021,slow,1,3.0.2,NEGATIVE,NEGATIVE,True
848,3/20/2021,alright wish way use front facing cameramy main camera broken render qr code useless,4,3.0.2,NEGATIVE,POSITIVE,False
849,3/20/2021,noice,5,3.0.2,POSITIVE,POSITIVE,True
850,3/20/2021,app opening lot quicker since update vast improvement 5 star bluetooth location full time no hassle edited 21st march 2021 app locking screen intermittently restart phone clear annoying especially shopping mall,5,3.0.2,NEGATIVE,POSITIVE,False
851,3/20/2021,hello youre trouble trying quickly scan qr code isnt scanning fast enough isnt apps fault usually older phone fault simply older phone arent usually capable scan qr code there sunlight blocking view camera blurry even lagging cause device cant handle scanning popping good go site camera older phone isnt advanced today,5,3.0.2,NEGATIVE,POSITIVE,False
852,3/20/2021,good,5,1.1.1,POSITIVE,POSITIVE,True
853,3/20/2021,necessary climate pestilence,4,3.0.2,POSITIVE,POSITIVE,True
854,3/19/2021,good,5,3.0.1,POSITIVE,POSITIVE,True
855,3/19/2021,easy ð use download ð,5,3.0.2,POSITIVE,POSITIVE,True
856,3/19/2021,easy,5,3.0.2,POSITIVE,POSITIVE,True
857,3/19/2021,sweet keep date,5,3.0.2,POSITIVE,POSITIVE,True
858,3/19/2021,easy peasy68 year old use understand ease supposed nothing shouldnt,5,3.0.2,POSITIVE,POSITIVE,True
859,3/19/2021,get ya star first line train sheeples chooo choo,1,3.0.1,POSITIVE,NEGATIVE,False
860,3/19/2021,excellent app easy track movement,5,3.0.2,POSITIVE,POSITIVE,True
861,3/19/2021,good use,5,3.0.2,POSITIVE,POSITIVE,True
862,3/18/2021,well work open scan reason quotchecking exposure keysquot run constantly kill battery 2 hour,2,3.0.2,POSITIVE,NEGATIVE,False
863,3/18/2021,work well please dont need prompted turn bluetooth ive sitting home three day,4,3.0.2,NEGATIVE,POSITIVE,False
864,3/18/2021,awesime,4,3.0.2,POSITIVE,POSITIVE,True
865,3/17/2021,still yet try app,2,3.0.2,NEGATIVE,NEGATIVE,True
866,3/17/2021,hard download phone,1,3.0.2,NEGATIVE,NEGATIVE,True
867,3/17/2021,covid tracer no good dark unable turn torch tracer apps running,1,3.0.2,POSITIVE,NEGATIVE,False
868,3/16/2021,help beat covid 19,5,3.0.2,POSITIVE,POSITIVE,True
869,3/16/2021,pretty good wish wouldnt randomly log although bonus point using logged,4,3.0.2,POSITIVE,POSITIVE,True
870,3/16/2021,great although little slow time,5,3.0.2,POSITIVE,POSITIVE,True
871,3/16/2021,helping nz successfully fight covid,5,3.0.2,POSITIVE,POSITIVE,True
872,3/16/2021,quick scan find easy use many time day required moment seems respect privacy important,5,3.0.2,POSITIVE,POSITIVE,True
873,3/15/2021,useful excellent service,5,3.0.2,POSITIVE,POSITIVE,True
874,3/15/2021,one word brilliantð,5,3.0.2,NEGATIVE,POSITIVE,False
875,3/15/2021,easy use easy check ive,4,3.0.2,POSITIVE,POSITIVE,True
876,3/15/2021,thankyou much tried find app ive got dont sign book,5,3.0.2,NEGATIVE,POSITIVE,False
877,3/15/2021,work great keeping u safe,5,3.0.2,POSITIVE,POSITIVE,True
878,3/14/2021,good app,5,3.0.2,POSITIVE,POSITIVE,True
879,3/14/2021,hanidah oth,5,3.0.2,POSITIVE,POSITIVE,True
880,3/14/2021,happy ease app,4,3.0.2,POSITIVE,POSITIVE,True
881,3/14/2021,easy use guick register visit ð,5,3.0.2,POSITIVE,POSITIVE,True
882,3/14/2021,love app keep nz safe care country familyfriends pity many arent using,5,3.0.2,POSITIVE,POSITIVE,True
883,3/14/2021,might save life,5,3.0.2,NEUTRAL,POSITIVE,False
884,3/14/2021,good getting little bit fed long need,4,3.0.2,POSITIVE,POSITIVE,True
885,3/14/2021,minimal permission required run flawlessly since installation never crashed never nagged done anything silly problem often silly placement shop qr code poster,5,3.0.2,NEGATIVE,POSITIVE,False
886,3/14/2021,create bloody widget shortcut android qr scanning not hard,1,3.0.2,NEGATIVE,NEGATIVE,True
887,3/14/2021,ok,4,3.0.2,NEUTRAL,POSITIVE,False
888,3/13/2021,installed latest version no version scanning never worked qa team need thorough plenty option test multiple android phone update last couple version work brilliantly,5,1.5.1,NEGATIVE,POSITIVE,False
889,3/13/2021,rubbish consistently crashing uninstall install work better covid card,1,1.5.1,NEGATIVE,NEGATIVE,True
890,3/13/2021,great easy use,5,1.5.1,POSITIVE,POSITIVE,True
891,3/13/2021,best countryplanet healthfitness,5,3.0.2,POSITIVE,POSITIVE,True
892,3/13/2021,enjoy using app scanning shop event breeze nice know bit stamp covid 19,5,3.0.2,POSITIVE,POSITIVE,True
893,3/13/2021,take long load never remember pull til im front barcode want scan make load faster easy give pretend scanned otherwise good,3,3.0.2,POSITIVE,NEUTRAL,False
894,3/13/2021,work fine would nice log could voluntarily backed,4,3.0.2,NEGATIVE,POSITIVE,False
895,3/13/2021,app helpful useful,5,3.0.2,POSITIVE,POSITIVE,True
896,3/12/2021,app working flawlessly awesome job,5,3.0.2,POSITIVE,POSITIVE,True
897,3/12/2021,help ton nona got covid scanning got everyone quarantine ð¤ð¤ð¤,5,3.0.2,POSITIVE,POSITIVE,True
898,3/12/2021,slow use frustrating wait wait,3,3.0.2,NEGATIVE,NEUTRAL,False
899,3/12/2021,good manual trace,1,3.0.2,POSITIVE,NEGATIVE,False
900,3/12/2021,update app usable even without login phone broke didnt ask login install onto different phone old super buggy understand wouldve developed quickly shouldv e improved throughout level one cant even sign kept getting error glitch even error said quotan error occurred trying update personal detailsquot stayed screen despite exiting fully closing app,3,3.0.2,NEGATIVE,NEUTRAL,False
901,3/12/2021,good,5,3.0.2,POSITIVE,POSITIVE,True
902,3/12/2021,question ð¤ phone dy full day phone dy im unable scan qr code bluetooth also,3,3.0.2,NEGATIVE,NEUTRAL,False
903,3/12/2021,ap ok slow load android also certain light behind glass difficult read qr code many place not displaying qr code prominent position look interesting r code wont work go inside shop try behind work well,3,3.0.2,NEGATIVE,NEUTRAL,False
904,3/12/2021,good,5,3.0.2,POSITIVE,POSITIVE,True
905,3/12/2021,good part solution,5,3.0.2,POSITIVE,POSITIVE,True
906,3/12/2021,using app since came alert level lockdown awesome app,5,3.0.2,POSITIVE,POSITIVE,True
907,3/12/2021,easy use,5,3.0.2,POSITIVE,POSITIVE,True
908,3/12/2021,think really good use time like virus message covid19 get lost covid19 wish u never beautiful world message world hi everyone hope u r alright stay safe kind everyone love everyone bye,5,3.0.2,POSITIVE,POSITIVE,True
909,3/12/2021,app good start always work bit slower blue tooth work great people moaned not patient cant bothered using excellent tool carona virus,5,3.0.2,POSITIVE,POSITIVE,True
910,3/12/2021,doesnt run without google spyware framework contains analytics google microsoft nz covid tracer supposedly quotopensourcequot yet completely nonfunctional without proprietary framework apis not built source without fails start handset thats instant uninstall shame there no option zerostar rating since thats lazy effort deserves,1,3.0.2,NEGATIVE,NEGATIVE,True
911,3/11/2021,great app,5,3.0.2,POSITIVE,POSITIVE,True
912,3/11/2021,take load phone also bit record qr code,4,3.0.2,NEGATIVE,POSITIVE,False
913,3/11/2021,app great keep family safe,5,3.0.2,POSITIVE,POSITIVE,True
914,3/11/2021,no issue lately easy use,5,3.0.2,NEGATIVE,POSITIVE,False
915,3/11/2021,newbie return later time update review although know sm1 injection isolation cautionary measure shes fine healthy no threat anyone job required vaccination say ouchð couple day afterð,4,3.0.2,NEGATIVE,POSITIVE,False
916,3/11/2021,app perfect scanner power fast note 10 like bluetooth tracing feature,5,3.0.2,POSITIVE,POSITIVE,True
917,3/11/2021,good easy use keep updated awesome,5,3.0.2,POSITIVE,POSITIVE,True
918,3/11/2021,edit app improved use need no issue,4,3.0.2,NEGATIVE,POSITIVE,False
919,3/11/2021,ive got new phone reinstalled app among others app doesnt account ive create whole new one doesnt digital diary place,4,3.0.2,NEGATIVE,POSITIVE,False
920,3/10/2021,good app usually work trying scan qr code paitence required time make note place doesnt scan keep track,4,3.0.2,POSITIVE,POSITIVE,True
921,3/10/2021,say keep people safe,5,3.0.2,POSITIVE,POSITIVE,True
922,3/10/2021,since latest update app refuse scan qr code phone tried uninstall reinstall numerous time simply not work,1,3.0.2,NEGATIVE,NEGATIVE,True
923,3/10/2021,good app thankyou,5,3.0.2,POSITIVE,POSITIVE,True
924,3/10/2021,really good,4,3.0.2,POSITIVE,POSITIVE,True
925,3/10/2021,great app,5,3.0.2,POSITIVE,POSITIVE,True
926,3/10/2021,app good take long react sign lot place sometimes not yes persevere recognized phone,2,3.0.2,POSITIVE,NEGATIVE,False
927,3/10/2021,rated 1 star first came say theyve turned app around thanks continually developing app,5,3.0.2,POSITIVE,POSITIVE,True
928,3/10/2021,working well,5,3.0.2,POSITIVE,POSITIVE,True
929,3/10/2021,mean maori mean,5,3.0.2,POSITIVE,POSITIVE,True
930,3/10/2021,app easy,5,3.0.2,POSITIVE,POSITIVE,True
931,3/10/2021,app not responding check e mail verification code come back app fill code say put valid code error occurred bug fixed app good,5,3.0.2,NEGATIVE,POSITIVE,False
932,3/10/2021,time last review app gotten much better used,4,3.0.2,POSITIVE,POSITIVE,True
933,3/10/2021,work fast dont even pause walk door place scan successfully keep walking like bos,5,3.0.2,NEGATIVE,POSITIVE,False
934,3/10/2021,went use app first time doesnt workð¤¨ updated review app working fine,5,3.0.2,NEGATIVE,POSITIVE,False
935,3/10/2021,excellent idea suffer copd,5,3.0.2,POSITIVE,POSITIVE,True
936,3/10/2021,app fails run,1,3.0.2,POSITIVE,NEGATIVE,False
937,3/10/2021,work easy use compolsery use every business,5,3.0.2,POSITIVE,POSITIVE,True
938,3/10/2021,much faster far better previous version app no problem,5,3.0.2,NEGATIVE,POSITIVE,False
939,3/10/2021,isnt bluetooth tracing not always rather optional,4,3.0.2,NEGATIVE,POSITIVE,False
940,3/9/2021,good app,5,3.0.2,POSITIVE,POSITIVE,True
941,3/8/2021,not problem covid app,5,3.0.2,NEGATIVE,POSITIVE,False
942,3/7/2021,saving life,5,3.0.2,NEUTRAL,POSITIVE,False
943,3/7/2021,could add sign since sign,4,3.0.2,NEGATIVE,POSITIVE,False
944,3/7/2021,dont issue,5,1.5.1,NEGATIVE,POSITIVE,False
945,3/7/2021,slow took device 60 second start,1,3.0.2,NEGATIVE,NEGATIVE,True
946,3/6/2021,easy use loading time could improved encorage use load 10 second 7 year old device way back diary would helpful case phone reset,5,3.0.2,POSITIVE,POSITIVE,True
947,3/5/2021,good,4,3.0.2,POSITIVE,POSITIVE,True
948,3/5/2021,not good capturing barcode reflective surface like barcodes behind glasse walles,4,3.0.2,POSITIVE,POSITIVE,True
949,3/5/2021,stink boring widget add home screen bring camera would great,1,3.0.2,POSITIVE,NEGATIVE,False
950,3/4/2021,cant find software license open source verify software inline privacy statement,3,3.0.2,NEGATIVE,NEUTRAL,False
951,3/4/2021,havent beenin get information,5,3.0.2,POSITIVE,POSITIVE,True
952,3/3/2021,well waste fn time still waiting code sent email address checked junk mail folder received nothing whats point app doesnt work properly time uninstalled must developer make app actually work like,1,3.0.2,NEGATIVE,NEGATIVE,True
953,3/3/2021,lack clarity user ie bottom screen say finished tap finished scan tap finished leaving store daughter former latter latter diary one time per entry showing entry time scan left time tap finish put note button explain tap,1,3.0.2,NEGATIVE,NEGATIVE,True
954,3/3/2021,come new zealand let help part scan scan scan,4,3.0.2,POSITIVE,POSITIVE,True
955,3/3/2021,truely useful know new zealand always guard illness treated,5,3.0.2,POSITIVE,POSITIVE,True
956,3/3/2021,cant download,1,3.0.2,NEGATIVE,NEGATIVE,True
957,3/2/2021,constantly using phone battery searching exposure,1,3.0.2,NEGATIVE,NEGATIVE,True
958,3/2/2021,cant rate wont load pending hour,1,3.0.2,NEGATIVE,NEGATIVE,True
959,3/2/2021,mum unable install app samsung galaxy j2 come quotyour device isnt compatible versionquot please fix used,1,3.0.2,NEGATIVE,NEGATIVE,True
960,3/2/2021,difficult unlock achievement repetitive storyline,4,3.0.2,POSITIVE,POSITIVE,True
961,3/2/2021,good,4,3.0.2,POSITIVE,POSITIVE,True
962,3/2/2021,update app quite usable people complain take long load whole ten second pick pocket theyre walking toward shop old review unusable bad screen thats 800px height wvga800 samsung x cover 2 cant register submit button hidden scalable text image really fundamental function apps ill grab family member phone find bug update ive deleted phone not reinstall google paystore keep telling installed phone model name cross beside pulldown menu,5,3.0.2,NEGATIVE,POSITIVE,False
963,3/1/2021,great help find could got covid19,5,3.0.2,POSITIVE,POSITIVE,True
964,3/1/2021,tell u upgrade fix bug tell u not reinstall lose history managing indian,1,3.0.2,NEGATIVE,NEGATIVE,True
965,3/1/2021,turn bluetooth tracing never stop working battery run low quickly live country even dont leave house therefore no risk spends hour tracing potential risk fix issue ill happy turn back,2,3.0.2,NEGATIVE,NEGATIVE,True
966,3/1/2021,must app phone u love nz not see pop notification app nz shifted alert level bluetooth tracing impacting option,5,3.0.2,POSITIVE,POSITIVE,True
967,2/28/2021,hi dont bluetooth thingy updated done everything ona a31 samsung phone,2,3.0.2,NEGATIVE,NEGATIVE,True
968,2/28/2021,slow virus,5,3.0.2,NEGATIVE,POSITIVE,False
969,2/28/2021,easy use easy manually add location no qr code available,5,3.0.2,POSITIVE,POSITIVE,True
970,2/28/2021,im,5,3.0.2,POSITIVE,POSITIVE,True
971,2/28/2021,work well view however app say bluetooth tracing phone bluetooth work,3,3.0.2,POSITIVE,NEUTRAL,False
972,2/28/2021,app drain battery phone really fast especially using blue tooth please try fix,3,3.0.0,NEGATIVE,NEUTRAL,False
973,2/28/2021,im advert covid app tracer come never get alert daughter dont even use simcard basic smart phone everyone else get yes location etc etc,5,3.0.2,NEGATIVE,POSITIVE,False
974,2/27/2021,checking exposure scanning doesnt go away ð,2,3.0.2,NEGATIVE,NEGATIVE,True
975,2/27/2021,fun app would recommend 1010,5,3.0.2,POSITIVE,POSITIVE,True
976,2/27/2021,bro went da dairy got kicked let back got dis app,5,3.0.2,NEGATIVE,POSITIVE,False
977,2/27/2021,app doesnt open properly samsung galaxy j4,1,3.0.2,NEGATIVE,NEGATIVE,True
978,2/27/2021,crashed lost data,1,3.0.2,NEGATIVE,NEGATIVE,True
979,2/27/2021,bit dog thats sure checking exposure fault easily fixed forcing app stop no harm affect operation app needed readily restarted uninstall sign register instead quicker,2,3.0.2,NEGATIVE,NEGATIVE,True
980,2/26/2021,cant install app,1,3.0.2,NEGATIVE,NEGATIVE,True
981,2/26/2021,wont load phone oppo a5 dont get,1,3.0.2,NEGATIVE,NEGATIVE,True
982,2/26/2021,work perfectly every time,5,3.0.2,POSITIVE,POSITIVE,True
983,2/26/2021,app suck battery like nothing else yes latest version,1,3.0.2,NEGATIVE,NEGATIVE,True
984,2/26/2021,work ok time app crash lock scanning c19 poster force app close get problem get message quotchecking exposure keysquot run hour look like nothing cant clear notification stop except rebooting phone quotcheckingquot chewing data using s8 android 9,2,3.0.2,NEGATIVE,NEGATIVE,True
985,2/25/2021,work scan wondered felt like barcode scanner chance feel like scanner,4,3.0.2,POSITIVE,POSITIVE,True
986,2/25/2021,slow tooad,2,3.0.2,NEGATIVE,NEGATIVE,True
987,2/25/2021,wont accept mine fiancee email address somehow lost previous covid19 app hence havent using,1,3.0.2,NEGATIVE,NEGATIVE,True
988,2/25/2021,exactly say,5,3.0.2,POSITIVE,POSITIVE,True
989,2/25/2021,hard,2,3.0.2,NEGATIVE,NEGATIVE,True
990,2/24/2021,cant even get download,1,3.0.2,NEGATIVE,NEGATIVE,True
991,2/24/2021,searching bluetooth key take 24 hour lock app unable scan code,1,3.0.2,NEGATIVE,NEGATIVE,True
992,2/24/2021,job though slow open 6 second phone saw take 28 second open ready scan someone el phone discourages people wanting use,4,3.0.2,NEGATIVE,POSITIVE,False
993,2/23/2021,installed app worked ok month updated latest 302 version cant seem read qr code sign manual entry visit reinstalled app lost diary log visit,3,3.0.2,NEGATIVE,NEUTRAL,False
994,2/23/2021,ever since blueetoth update even though turned take long time open app make quite painfull use please look fixing im sure would encourage people use app dont problem enabling bluetooth,2,3.0.2,NEGATIVE,NEGATIVE,True
995,2/23/2021,feedback explore getting quick widget app,5,3.0.2,POSITIVE,POSITIVE,True
996,2/23/2021,ok good thank,5,3.0.2,NEUTRAL,POSITIVE,False
997,2/23/2021,easy use efficient fairness easier tracking,5,3.0.2,POSITIVE,POSITIVE,True
998,2/22/2021,idea excellent man suck power bluetooth tracing,1,3.0.2,POSITIVE,NEGATIVE,False
999,2/22/2021,meh would easier could tick box visit location multiple time day ie school daycare amount time week go,2,3.0.2,POSITIVE,NEGATIVE,False
1000,2/22/2021,easy use great cause,5,3.0.2,POSITIVE,POSITIVE,True
1001,2/21/2021,no longer access previous email husband wife 60 year 84 year old unable share email weve always need covid trace email,1,3.0.2,NEGATIVE,NEGATIVE,True
1002,2/21/2021,got fre bobux,5,3.0.2,NEGATIVE,POSITIVE,False
1003,2/21/2021,auto scan not work suddenly morning,1,3.0.2,NEGATIVE,NEGATIVE,True
1004,2/20/2021,app take long load phone,3,3.0.2,NEGATIVE,NEUTRAL,False
1005,2/20/2021,bad,1,3.0.2,NEGATIVE,NEGATIVE,True
1006,2/20/2021,easy use simple app detects qr code without problem,5,3.0.2,POSITIVE,POSITIVE,True
1007,2/20/2021,clear use every day app phone used sometimes cause phone randomly power reset ive never issue apps phone,2,3.0.2,NEGATIVE,NEGATIVE,True
1008,2/19/2021,often slow starup,4,3.0.2,NEGATIVE,POSITIVE,False
1009,2/19/2021,reason scanning stopped working last two day unfortunately add manually,1,3.0.2,NEGATIVE,NEGATIVE,True
1010,2/19/2021,cant get app dont want use bluetooth,1,3.0.2,NEGATIVE,NEGATIVE,True
1011,2/19/2021,work well dont close app straight scanning drain battery quickly dare not use bluetooth location suspect drain battery even faster still fix use full functionality app otherwise used scan qr code closed,2,3.0.2,NEGATIVE,NEGATIVE,True
1012,2/19/2021,meh big brother pocketðµð » ââï¸ðµð½ââï¸ â ð·ð¤¢ð¤®ð¤§ð¤ðð¤ðð,3,3.0.2,NEGATIVE,NEUTRAL,False
1013,2/18/2021,since app updated bluetooth active think app thats using much space phone ive deleted many apps photo important message still say ive not got much space remaining app fine bluetooth update,2,3.0.2,NEGATIVE,NEGATIVE,True
1014,2/18/2021,good app not sign,5,3.0.2,POSITIVE,POSITIVE,True
1015,2/18/2021,slow scan,1,3.0.2,NEGATIVE,NEGATIVE,True
1016,2/17/2021,used work fine recently promoting log time time using code thats sent email frustrating,2,3.0.2,NEGATIVE,NEGATIVE,True
1017,2/17/2021,good,4,3.0.2,POSITIVE,POSITIVE,True
1018,2/17/2021,slow response,3,3.0.2,NEGATIVE,NEUTRAL,False
1019,2/17/2021,take long open often crash,1,3.0.2,NEGATIVE,NEGATIVE,True
1020,2/17/2021,much prefer using pen paper register,5,3.0.2,NEGATIVE,POSITIVE,False
1021,2/16/2021,update 17 feb much better new version seems load nice quick especially trying scan qr old review ok lot thing background drain battery usability getting complex startup time slower every iteration software getting worse,4,3.0.2,NEUTRAL,POSITIVE,False
1022,2/16/2021,not load,1,3.0.2,NEGATIVE,NEGATIVE,True
1023,2/16/2021,samsung power management came warning app using much power sucking battery life remove phone available 6 9 hour rather normal 14 16 hour,1,3.0.2,POSITIVE,NEGATIVE,False
1024,2/16/2021,used app first time scanned code not sure worked manual entry well took awhile load,3,3.0.2,NEGATIVE,NEUTRAL,False
1025,2/16/2021,minimum acceptable standard notable improvement app slow road,3,3.0.2,NEGATIVE,NEUTRAL,False
1026,2/16/2021,great excellent,5,3.0.2,POSITIVE,POSITIVE,True
1027,2/16/2021,awesome,5,3.0.2,POSITIVE,POSITIVE,True
1028,2/16/2021,worth pecific detail,4,3.0.2,POSITIVE,POSITIVE,True
1029,2/16/2021,review updated following release version 302 still not fixedââ¢ quotchecking exposure keysquot continuously displayed see belowââ¢ bluetooth connectivity even bluetooth enabled app fails use bluetoothââ¢ slow startup time perhaps spend time fixing bluetooth functionality rather spending time claiming medium work look app review saying bluetooth capability not work workaround 1 close app turn bluetooth 2 turn bluetooth open app 3 click quotdashboardquot quotbluetooth tracing could not activatedquot 4 wait minute 5 quotchecking exposure keysquot notification disappear 6 exit app turn bluetooth 7 6 not work repeat step 1 4 second time,1,3.0.2,NEGATIVE,NEGATIVE,True
1030,2/16/2021,slows phone,1,3.0.2,NEUTRAL,NEGATIVE,False
1031,2/16/2021,bniv g v vv v v v robertson vb v,2,3.0.2,POSITIVE,NEGATIVE,False
1032,2/16/2021,still getting infinite checking key bug even latest update apart seems supposed,3,3.0.2,NEGATIVE,NEUTRAL,False
1033,2/16/2021,work great put app phone home page swipe option lock screen instead camera super quick worth 5sec pause keep others safe,5,3.0.2,POSITIVE,POSITIVE,True
1034,2/16/2021,nice simple,5,3.0.2,NEUTRAL,POSITIVE,False
1035,2/16/2021,useful app start take way long constantly trying check exposure key using unesaseary resource phone,2,3.0.2,POSITIVE,NEGATIVE,False
1036,2/15/2021,not work try scan qr code sometimes,1,3.0.2,NEGATIVE,NEGATIVE,True
1037,2/15/2021,app promotes covid19 believer,1,3.0.2,POSITIVE,NEGATIVE,False
1038,2/15/2021,app freeze phone scan doesnt always work,2,3.0.2,NEGATIVE,NEGATIVE,True
1039,2/15/2021,not work motorola phone,1,3.0.2,NEGATIVE,NEGATIVE,True
1040,2/15/2021,since 26 jan update no longer scan qr code im sign manually nearly every time,2,3.0.2,NEGATIVE,NEGATIVE,True
1041,2/15/2021,slow load,3,3.0.2,NEGATIVE,NEUTRAL,False
1042,2/15/2021,worked well month ago rubbish cant click icon take pic add manual entry instead open app separately scroll everything wanted enter registration detail least three time,2,3.0.2,NEGATIVE,NEGATIVE,True
1043,2/15/2021,hope checking exposure key notification since new update sorted soon im ditching app done turn setting blue tooth etc not help much battery used notification stuck edited 16221 reinstalled app date thank update mean previous problem fixed im not activating blue tooth part case notification icon come back,3,3.0.2,NEGATIVE,NEUTRAL,False
1044,2/15/2021,2 month update supposed fix exposure notification stuck nothing changed gone back using rippl glad rippl exists still covid tracing partner,1,3.0.2,NEGATIVE,NEGATIVE,True
1045,2/15/2021,get done quicker,3,1.5.1,POSITIVE,NEUTRAL,False
1046,2/15/2021,ability create widgit directly open qr code scanner would beneficial,4,3.0.2,NEGATIVE,POSITIVE,False
1047,2/14/2021,good,5,3.0.2,POSITIVE,POSITIVE,True
1048,2/14/2021,chicken rice not,1,3.0.2,NEGATIVE,NEGATIVE,True
1049,2/14/2021,best way tracking done no one see phone number like paper one,5,3.0.2,POSITIVE,POSITIVE,True
1050,2/14/2021,usefull,5,3.0.2,POSITIVE,POSITIVE,True
1051,2/14/2021,got huawei phone app wont transfer samsung phone cant download app onto phone either,1,1.2.0,NEGATIVE,NEGATIVE,True
1052,2/14/2021,thank,5,3.0.2,POSITIVE,POSITIVE,True
1053,2/14/2021,keeping work bubble safe community,5,3.0.2,POSITIVE,POSITIVE,True
1054,2/14/2021,one glaring omission ability backup restore diary event changing phone factory reset not backup restore account backup like many apps either,4,3.0.2,NEGATIVE,POSITIVE,False
1055,2/14/2021,since addition bluetooth app nothing trouble want people use app shut bluetooth,1,3.0.2,NEGATIVE,NEGATIVE,True
1056,2/14/2021,constantly stuck checking exposure key s10 chewing battery 5 10 min rate battery flat 3 hour fixed need delete app,1,3.0.2,NEGATIVE,NEGATIVE,True
1057,2/14/2021,app taking long download,5,3.0.2,NEGATIVE,POSITIVE,False
1058,2/14/2021,nevermind restarting seems work fine seems quite nice,5,3.0.2,POSITIVE,POSITIVE,True
1059,2/14/2021,cant download,1,3.0.2,NEGATIVE,NEGATIVE,True
1060,2/14/2021,help trace anyone covid 19,5,3.0.2,POSITIVE,POSITIVE,True
1061,2/14/2021,im grateful app help keep track ive,5,3.0.2,POSITIVE,POSITIVE,True
1062,2/14/2021,good,5,1.2.0,POSITIVE,POSITIVE,True
1063,2/14/2021,amazing,5,3.0.2,POSITIVE,POSITIVE,True
1064,2/13/2021,take longer open scan pop onto supermarket bottle milk welcome page opening not needed waste time moh serious people actualky using need quicker easier scan,2,3.0.2,NEGATIVE,NEGATIVE,True
1065,2/13/2021,like app simple use would 5 star sometimes crash left open shopping enough annoying,4,3.0.2,NEGATIVE,POSITIVE,False
1066,2/11/2021,slow open work couple time row wont work,2,3.0.2,NEGATIVE,NEGATIVE,True
1067,2/11/2021,latest update useless keep crashing go put detail,1,1.2.0,NEGATIVE,NEGATIVE,True
1068,2/11/2021,work perfect issue human not using,5,3.0.2,NEGATIVE,POSITIVE,False
1069,2/10/2021,great,5,3.0.2,POSITIVE,POSITIVE,True
1070,2/9/2021,reelection glass panel often cause reader malfunction,5,3.0.2,POSITIVE,POSITIVE,True
1071,2/9/2021,haha,5,3.0.2,POSITIVE,POSITIVE,True
1072,2/9/2021,app look good intuitive load slowly qr code scanner take long time doesnt handle laminated uneven surface making awkward use entering supermarket shop,4,3.0.2,POSITIVE,POSITIVE,True
1073,2/8/2021,better safe sorry,5,3.0.2,POSITIVE,POSITIVE,True
1074,2/8/2021,doesnt recognize phone bluetooth ð tell phone cant use bluetooth,1,3.0.2,NEGATIVE,NEGATIVE,True
1075,2/7/2021,add zoom feature camera,2,3.0.2,POSITIVE,NEGATIVE,False
1076,2/6/2021,useful app take long load started opening get store need go would nice could open app scanner,3,3.0.2,POSITIVE,NEUTRAL,False
1077,2/6/2021,practical immensely important,5,3.0.2,POSITIVE,POSITIVE,True
1078,2/6/2021,easy use job,5,3.0.2,POSITIVE,POSITIVE,True
1079,2/6/2021,would feel much better knowing would compulsory,5,3.0.2,POSITIVE,POSITIVE,True
1080,2/6/2021,good,5,3.0.2,POSITIVE,POSITIVE,True
1081,2/5/2021,gave trying download google waiting waiting happen,1,3.0.2,NEGATIVE,NEGATIVE,True
1082,2/4/2021,confusing,1,3.0.2,POSITIVE,NEGATIVE,False
1083,2/4/2021,drain battery,2,3.0.1,NEUTRAL,NEGATIVE,False
1084,2/4/2021,apps dont scan definitely mall around hutt valley,3,3.0.1,NEGATIVE,NEUTRAL,False
1085,2/4/2021,make feel safer,5,3.0.1,POSITIVE,POSITIVE,True
1086,2/4/2021,cant complain,5,3.0.1,NEGATIVE,POSITIVE,False
1087,2/3/2021,since bluetooth update app no longer focus camera use fraction time hassle add manual entry ive revoked reinstated camera permission no avail using android 601 aging phone surely location service required app location button would relatively easy addition,3,3.0.2,NEGATIVE,NEUTRAL,False
1088,2/3/2021,useful obviously take long start not need launching banner need get scanner quickly possible minimally invasive possible no one care intro screen,3,3.0.2,NEGATIVE,NEUTRAL,False
1089,2/3/2021,feature save frequently visited place would helpful case probably visit half dozen place day day life could handy gave check drop box pre scanned qrs,3,3.0.1,POSITIVE,NEUTRAL,False
1090,2/3/2021,love app,5,3.0.1,POSITIVE,POSITIVE,True
1091,2/3/2021,checking exposure key business annoying way get rid power phone restart surely fixed risk people not even bothering app anymore,1,3.0.1,NEGATIVE,NEGATIVE,True
1092,2/2/2021,sometimes take whileb2 scan maybe duevto position poster though,4,3.0.1,NEGATIVE,POSITIVE,False
1093,2/2/2021,im happy enough bluetooth tracing except insists location switched step far id fine covid tracer using apps seem want commercial purpose,3,3.0.1,NEGATIVE,NEUTRAL,False
1094,2/2/2021,constantly freeze doesnt scan 90 time,1,3.0.1,NEGATIVE,NEGATIVE,True
